the unit cost $ 275 to start with , so it is not worth repairing .	2,3; 12,13
in the middle of using , it rebooted , then went into an endless boot loop , so i tried to reset it to factory default , now it says chrome os is missing or damaged .	2,3(SPA); 35,36
the screen hinge feels weak .	2,3; 4,5
screen is average by 2017 standards .	5,6(SPA)
the chromebook is brilliant overall .	3,4
google provides zeros customer support related to the os .	3,4(SPA)
horrible product .	0,1
tech support is no help unless you are willing to part with your computer for months without guarantee of return .	4,5; 13,14(SPA)
i am having a very difficult time with this chromebook .	5,6
it freezes constantly and needs to be shut off to start again .	2,3; 7,8; 11,12
the microphone does not work with regular speaker .	3,4
the tablet mode is horribly integrated with the os and applications .	4,5
i tried returning the second one bu it does n ' t give me the option to return it .	9,12; 17,18
this is nothing more than an okay laptop to get you through basic work activities .	7,8(SPA)
overall it ' s one of the nicest chrombooks out there .	7,8
however , mine came with an annoying trackpad .	6,7
the top metal monitor casing seems to be soft and bendable .	10,11
mine arrived with the metal screen casing slightly bent , i can easily bend it back , not sure about the durability of this thing in the long term .	8,9; 17,18; 21,22
however , shortly after i received it , a buzzing sound started coming out of the right side usb port .	2,3; 10,11
so chromebook with some manufacturing issues + bad customer service	5,6(SPA); 7,8
they 1080 screen makes the fonts to small for this size screen .	7,8
i find the chromium os to be very limiting and would not recommend it over a cheap windows pc .	16,17
the keyboard is fantastic , but it ' s just a keyboard .	3,4
the touchpad is also some strange off color plastic .	5,6
1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .	2,3; 6,7
i then noticed a dead pixel on the screen .	4,5
however , if you want a really speedy chromebook , it ' s great .	13,14
the first unit i received shortly died after a few hours of usage .	6,7
i like the addition of the cooler boost button , but most of the time i don ' t have to use it because i have a thermaltake auto laptop cooling pad that monitors the bottom surface of my laptop .	1,2
trackpad is ok .	2,3
wireless card is finicky with both units i had .	3,4
my laptop seems to lose its internet connection at random times .	2,3; 9,10
after being on the phone with technical support and windows support for a combined 10 hours , i am told that the hardware is defective and must be replaced .	1,2; 24,25
run like heck from this machine .	2,3(SPA)
it will break , even if it works at first .	2,3
this laptop isn ' t even 30 days old yet .	5,6
literally just closing it and opening it up later was a 50 / 50 proposition if it would wake up , or the display would crash , or the disk would crash , or some driver would fail - on a brand new laptop .	0,1; 9,10; 18,19; 25,26; 31,32; 37,38
hook up the cat5 and the machine is screaming at high speed and exactly what i was hoping for .	13,14; 17,18
by the time i was returning it , the system was in such poor shape from the msi .	13,14
i believe if you happen to uninstall / install the drivers in exactly the correct order and / or do a clean win 10 installation yourself , this laptop should perform well for the price .	1,2; 21,22
the sound is really terrible and tinny .	6,7
it ' s fast .	3,4
excellent product	0,1
i ' ve always liked msi for their performance and fairly decent price .	11,12
it was actually more like 1h45m and this was also after optimizing the battery .	11,12
so , four days after buying this laptop , it stopped booting .	10,11; 11,12
for the four days i used it , it worked pretty good .	11,12
this laptop is not worth the time and definitely not the money .	3,4
we call tech support together and the guy who answers is just so not interested in helping .	3,4; 13,14
i am extremely disappointed with this laptop .	3,4
update : this is by far and away the worst computer i have ever purchased .	9,10
got the second laptop , died within a month and same thing .	5,6
this kept plaguing the laptop as more problems kept piling up including various bsod errors mostly involving the hardware .	7,8(SPA); 14,15(SPA)
poor design and terrible tech support .	0,1
this computer is amazing !	3,4
quite like this laptop so far , only writing this review so early from owning it to receive that nice msi headset .	19,20
not too happy with msi , likely to return this laptop .	6,7; 8,9
this laptop was great starting out of the box .	3,4
their support page is very buggy , and the support people are unhelpful .	12,13
sooooo i would avoid this and i ' m pretty much avoiding the optane drive which may have been part of the issue .	0,1; 11,12; 22,23
after this issue i finally decided to return my product .	7,8
good luck this customer tech support and msi has absolutely no idea how to help you .	9,10
i ' ve had to do a factory reset on this piece of garbage 4 times and i ' ve only owned it for 4 months .	15,16; 21,22
you can feel the plastic bending if you pick up the laptop with one hand .	4,5; 5,6
i really loved this laptop .	2,3
i will never own another msi product .	3,4
now i feel bad buying this for my child , as this laptop seem to have a solid rating elsewhere .	3,4; 13,14
so i ' m stuck with a 3 month old laptop that does n ' t work .	4,5; 13,16
eventually got to the point that even when i reinstalled windows it was so slow that there are clearly serious build defects / instabilities on this product .	6,7; 9,10; 21,22(SPA)
when it is functioning it works great .	6,7
finding out you bought garbage for the steep price of $ 700 + .	4,5
overall a decent laptop if not for these problems , also , the laptop has minor screen freezes even while playing low graphical games like league of legends .	2,3; 14,15
laptop malfunctioned and stopped working after only 3 months .	1,2
it does have a nice screen that is very bright , decent viewing angle and ok for contrast .	4,5; 11,12
the keyboard is very nice and very responsive .	4,5
i love the fast bootup time with the optane memory , a nice alternative to a very expensive ssd .	1,2
the charge doesn ' t last like the five hours it stated but instead last three hours .	2,5; 13,14
had it for a month and it ' s riddled with problems .	0,1; 11,12(SPA)
as others have said , the only downside is the slow 5400 rpm 1 tb hard drive .	10,11
+ very good ips matte fhd panel , zero reflections , almost zero light bleed , average brightness .	2,3
used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .	7,8
- no ethernet port ( not that i ' ve used or needed one that i can recall )	2,3(SPA)
no backlit keyboard .	2,3(SPA)
it has plenty of power for most tasks .	2,3
the only weak point of the laptop is the hard drive it come with , but luckily this laptop is extendable - 2 ram slots and one m .	16,17
i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable , i am happy for this deal .	29,30
also , i ' m not a fan of the delete and power button being next to each other , now i see what the other people are complaining about accidentally shutting it off .	5,6; 20,21; 26,27(SPA); 33,34
haven ' t had any issues yet so pretty glad i chose this .	8,9
very nice looking laptop for the money .	1,2
features windows 10 , sharp display , and card slot for m .	4,5
great quality computer .	0,1
like the flip , this has good build quality .	6,7
so far it has been able to handle everything i ' ve thrown at it .	8,9(SPA)
all in all , pretty good stuff .	5,6
2 and this laptop is an epic powerhouse for under $ 700 .	6,7
very good laptop if you want something lightweight for everyday browsing .	1,2; 9,10
excellent hardware , however i ran into some nasty trouble after updating windows 10 .	8,9; 11,12
so , shortly after buying it i had to format it .	2,3; 7,8
and just now , the computer says it is plugged in but not charging .	5,6(SPA); 12,13
the fingerprint reader works most of the time .	2,3(SPA)
the sound is fine for me but not as good as external speakers .	3,4
not that this machine boots up slow .	0,1
great value for a laptop .	0,1
love the 15 inch screen in the body of a 14 inch body .	0,1
cheaply made plastic but performance is well worth the trade for a $ 500 laptop .	0,1; 6,7
touchpad works well .	0,1(SPA)
the speakers are mediocre and don ' t put out too much volume and are sensitive to position .	3,4
i do like the screen on this , images are clean and crisp , enjoying the 4 gigs of ram which allow me to have a few more tab open .	12,13; 14,15
i like how it ' s so simple , without so much clutter and complexity .	1,2; 7,8
i ' m still keeping this as a backup or additional laptop because of its cheap price .	15,16
anyways , i really would of liked to have kept the chromebook as it was the perfect weight , size , and design for my upcoming college semester .	16,17
laptop would never power on , even after being charged for 24 hours .	2,3; 9,10
i want to love this laptop because it is so lightweight and sleek .	3,4; 12,13
it ' s decent .	3,4
ssd hardware issue	0,1
note : support for amazon is making it good and immediately sent me the return label , bought through third party but i will get my money back , thank god for amazon customer service	8,9; 29,30
the return procedure is so elaborate that i may decide to just write this purchase up as one big mistake .	4,5; 19,20
daughter opened it for christmas and it doesn ' t stay on .	7,10
they keyboard felt responsive and was a good size .	7,8
i am very close to just returning it and never buying another acer product ever again .	6,7
i will give them props for the build quality .	7,8(SPA)
combine these items together and this item became very frustrating .	9,10
- exceptional keyboard and touchpad feel	1,2
- below average screen brightness about 200 nits , average is 250 - 275 .	2,3
as you can see from the reviews it worked out fine for most people .	10,11
when i sent it back to acer to repair it they simply claimed it had water damaging and couldn ' t fix it .	2,3; 21,22
my acer aspire e 15 worked great for a day , and then shut off by itself .	6,7
by june 2018 , the keyboard stopped working , and i had to do an unplug and reboot .	6,7; 11,12; 15,16
now given that without the issue they are a nice laptop .	9,10
good performance for the price and my intention as the support for my family was to have everyone on these with a spare to deal with ones that break down .	0,1
i purchased this computer because it came highly rated by consumer reports , pc magazine , and other raters .	7,8
the reason why i ' m giving this laptop a two star is because overall i think the quality of it is good especially for the price .	11,12; 22,23
can not remove the battery .	2,3
i too have the black screen problem .	6,7
computer is fine but the speakers broke after 1 week of use .	6,7
the computer is good for the price , but the hdmi port is already broken .	1,2(SPA); 14,15
won ' t turn on , won ' t charge , have to send it to tx to be repaired .	11,12; 19,20
i want to insist that this is not a game laptop , as many have reviewed it as .	1,2; 7,8
battery life can last me roughly 5 or 6 hours on internet usage alone with multiple tabs .	5,6
the speakers on the bottom take a moment to get used to but after that it ' s alright .	9,10; 16,18
also , i hate the keyboard - it feels really cheap .	3,4; 9,10
overall the laptop is cheap and flimsy .	6,7
mx150 gaphics card is also pretty bad .	6,7
and i genuinely believed in acer , but first i had a lot of issues setting up the computer and after hours of customer service help the touch pad did n ' t even work .	8,9; 14,15(SPA); 29,30
i took it to my local computer repair who states it has a bad board .	13,14
there ' s something wrong with my laptop .	4,5
something is wrong with the power management .	2,3
very disappointed in the $ 600 e 15 , as opposed to the no frills , plain old , < $ 200 15 i ' ve had for 2 .	1,2; 10,11
the trackpad stopped working after four weeks of using it .	2,3
there is a flicker in the middle of the screen that is very annoying .	3,4; 13,14
the computer runs decent but the keypad turns off every time the computer sleeps .	12,13(SPA)
otherwise , so far it is working well .	6,7
i presented my son with a gift of a defective machine .	9,10
the computer itself is actually quite fast with the ssd and processor , so my experience there so far has been good .	6,7; 21,22
keyboard and track pad shoved way left .	4,5
keyboard rattles loudly when typing on left side .	2,3
will not connect to wifi , amd screen flashes when adjusting while on .	1,2
but the speakers are absolutely horrible !	5,6
latest 8th generation core i5 cpu	3,4
keyboard has flex	0,1(SPA)
no backlight at keyboard	3,4(SPA)
key presses are too stiff to press .	0,1
hdd makes this laptop very slow .	5,6
but asus engineers designed the case and laptop not to be opened by users .	8,9
there is no backlight and keys are too stiff .	7,8
i believe it is not healthy to use this keyboard for a long time .	4,5; 12,13
linux is mostly compatible with this laptop except fingerprint reader .	3,4
video converting process with same video file took only 25 minutes with asus vivobook f510ua .	8,9
3 ) you can hear the screen creak .	7,8
it doesn ' t support a hardwire connection .	1,4
i have installed no software on it yet it updates something every day and wants to reboot .	7,8
it just locked up again .	4,5
did i mention it sounds like a lawn mower ?	0,1; 4,5
i will say i do enjoy the screen quality , the wifi is fast on this laptop .	13,14
in all , stay away .	4,5
- keyboard is comfortable to use	3,4
- finger doesn ' t side smoothly along track pad .	2,5
horrible laptop !	0,1
i had to spend over $ 160 to return it .	3,4; 8,9
i will never buy an other asus product .	5,6
it just crashed , dead .	2,3; 4,5
- the screen looks pretty good , except when viewing anything dark .	5,6
- the keyboard is awful .	4,5
when i asked asus for a replacement key , they said i ' d have to ship it back to them , which would have left me without a computer for 2 weeks .	0,1; 25,26
don ' t buy it .	0,3
after my 3rd boot up it ' s damaged .	8,9
after a month of use , disk ( c : ) runs at 100 % all the time .	14,15(SPA)
everything else is very good and i am satisfied	4,5; 8,9
do not buy this computer if your plan is to multitask , play an occasional game and / or play music while searching the web .	1,2
this is first impression , 1st day using it	6,7
overall good laptop .	1,2
the fingerprint scanner is half jotted and barely works .	7,8
one day of use and the screen turns itself off and logs you out whenever it feels to do so .	7,8
finger print scanner not working whatsoever .	3,4
with all the great spec hardware in this laptop , why would you put a 5400rpm hard drive in this unit ?	3,4
poor touch pad , it get stuck .	0,1
- the physical case is solid and of a production quality you ' d expect in machine 3 - 5x the price of this machine	5,6
- user interfaces that are tight , responsive	7,8
all and all , it ' s a light weight , but very robust development stack , that also has the added convenience of cloud9 ' s collaboration features wherein multiple developers can be writing code in even the same file simultaneously .	8,9; 13,14; 21,22
thus far , i ' ve loaded a number of games , my password vault , several productivity apps , skype , spotify and some network scanning android apps and they ' ve all worked very well .	36,37
mouse and trackpad settings are very minimalist , there ' s no way to modify short - cut keys , and the power management options are pretty minimal , too .	12,13; 27,28
and the google play store is chock - full of great apps and games .	10,11
it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .	6,7; 21,22
you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .	8,9; 21,22; 32,33
for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen .	8,9; 17,18; 33,34
i saw this c302 was announced at ces and was immediately drawn to it since it has the intel core m3 processor .	10,11
apps like microsoft word , excel , etc run wonderfully .	9,10
for instance , the android youtube app doesn ' t work well at all because it ' s very inconvenient to get videos into full - screen mode .	7,10; 19,20
it seems pretty fast .	3,4
so i ' m very happy and relieved to see it working excellently on the c302 .	5,6; 12,13
this is easily the best overall chromebook out there right now ( under $ 500 ) .	4,5
* battery * - battery life is great .	7,8
the backlight works great and i had no problems using it in the dark .	3,4
it ' s a nice smooth surface so no tension when gliding across it .	4,5
multi - touch input works great .	5,6
* build quality * - i ' m really pleased with the overall quality .	9,10
it ' s light enough to carry pretty much every where .	3,4
it starts up , runs without issues .	6,7(SPA)
even the speakers are way better than i expected from a 2 in 1 at this price point .	5,6
this is finally the chromebook i ' ve been waiting for , that is not a $ 1300 pixel .	2,3; 6,8
- the screen has great contrast and is glossy and sharp	4,5
- this may be a personal preference but i did wish the screen was a tad bit brighter .	6,7; 10,11; 17,18
overall great chromebook .	1,2
this is a spectacular chromebook .	3,4
it ' s faster , the screen is much nicer , and it has twice the memory and four times the drive space .	3,4; 8,9; 13,14
the core m3 processor allows the c302 to be fanless , as well , adding to the sleek design .	4,5; 9,10; 17,18
it ' s a real timesaver , honestly .	5,6(SPA)
i find the display sharp and touch responsive to be quite excellent .	4,5; 11,12
at the end of the day i think it is worth the extra cost if you are looking for a premium product feel .	10,11
- nice , bright screen ( touchscreen , too ! )	1,2; 3,4
battery doesn ' t last nearly as long as advertised .	1,4
this is a very cleverly designed and fast machine .	7,8
operational speed - - likely the fastest laptop i have ever used ( for basic functions ) .	6,7
edit 2 : 8 months in and everything is working great .	10,11
- trackpad isn ' t the best .	2,3
- the touch screen isn ' t as accurate as i wish , for cases like tapping tiny things around the edges .	4,7; 16,17
- the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 ) .	6,7
for 99 % of the people looking at chromebooks right now for personal use , this asus is probably the best choice in the market .	20,21
overall , i am extremely impressed with this chromebook and would highly recommend this to others .	11,12
it works well as a tablet .	1,2
it works great as a laptop and for the things i do which tend to be web based .	2,3
nevertheless , i did have my own nitpicking issues with it but for the $ 250 price tag it launched with , it was well worth it .	25,26
i found the display to be very vibrant , with excellent pixel density .	10,11
i like the dispersion of ports and feel it helps with the ergonomics of your daily usage .	1,2; 9,10
still , for $ 450 i ' m a huge fan of the screen and the excellent overall build quality .	16,17
and even with all of the new competition hitting the market with higher price points , the c302 still offers the best premium chrome os experience at a respectable price .	21,22
the screen is fantastic .	3,4
the mousepad feels very comfortable to use .	4,5
the battery performance is all it ' s cracked up to be .	2,3
the sound is rich and plenty loud enough , but it won ' t replace your music system .	11,14
backlit allow even guys with large hands to use this keyboard comfortably in any lighting .	0,1; 11,12
the trackpad and touchscreen are both excellent .	6,7
the speaker sound is ok but not great .	4,5
i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment .	3,4; 16,17
* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .	8,9
speaker : good speakers but not the loudest .	2,3
the device is so sturdy and clean looking it is a pleasure to hold in my hands .	4,5; 11,12
the touchscreen is very responsive and works great in tablet mode .	7,8
the battery life is touted as 10 hours but i find that 7 .	10,11
this is a fantastic chromebook .	3,4
- single battery charge can last 13 - 9 hours depending on wifi / video / app demand	10,11
i love this chromebook .	1,2
the touchscreen works very well , and android apps are working right now if you ' re on the beta channel for chrome os .	4,5; 19,20
i love this chromebook !	1,2
/ / really love this device .	3,4
i really like the keyboard .	2,3
the only drawback to the device so far is that it ' s not especially comfortable to use in tablet mode ; the edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms and at 2 .	2,3; 13,14; 29,30
as a laptop , this is just the size i need .	10,11
the keyboard is often - praised , but i don ' t find it particularly spectacular .	1,2(SPA)
it is very light , and it seems surprisingly sturdy .	2,3; 9,10
the battery life seems just as promised .	6,7
the keyboard is comfortable to type on , although i haven ' t done so for more than a 1 - 2 hours .	3,4
the screen is clear and bright and the system doesn ' t lag unless i have a large number of tabs open .	5,6; 9,12
first , use case : i write a lot for work and use a chromebook as my daily driver for notes , word processing , spreadsheets , etc .	8,9
battery last incredibly long .	3,4
it found and connected to my wireless printer also with no problems .	11,12(SPA)
this is exactly what i wanted .	2,3
i now feel like this could be my main computer for work and fun .	13,14
give the asus flip 302 consideration .	5,6
its battery life is quite good and the keyboard experience is great .	5,6; 11,12
the plugs are good and bad .	5,6
i plugged in regular headphones and it was horribly low - very unenjoyable to listen to music this way .	1,2; 12,13
nice sized keyboard , works great as a tablet ( even shuts off the keyboard in tablet mode ) .	0,1
this machine is far better than anything i ' ve ever owned .	4,5
perfect size to use in bed and nice and bright .	0,1; 7,8
i don ' t think you ' ll find a better laptop at this price point .	1,4; 10,11
it ' s super thin and super light .	6,7
as a traveler , this fits in my backpack without all the added weight of a small 13 ` ` laptop .	5,6
it is very light in weight but feels quite durable and strong .	3,4
the picture quality is very good and the book itself is responsive and fast .	5,6; 13,14
i can ' t recommend the asus c302 enough .	1,4
the keyboard itself is probably the one physical weak point .	8,9
the touchscreen works well .	2,3
but , it does work and is handy .	3,4; 6,7
it ' s very light and sitting on the couch typing this is comfortable .	4,5; 13,14
sound is really low while using an aux speaker / headphone .	2,3; 5,6
spacebar doesn ' t always accept input	1,4
this is my favorite computer of all the ones i have ever owned .	3,4
the battery life is stunning .	4,5
i ' ve just gotten started so this review may evolve over time but after several days i ' m insanely satisfied with this purchase and am going to be showing off to my friends for the foreseeable future .	21,22
this chromebook is one of the best computers i ' ve ever used .	6,7
the asus chromebook flip 302ca is smooth , fast and incredibly well engineered and built .	6,7
the screen resolution is great .	4,5
the touch pad is accurate .	4,5
my only gripe is that i wish there was a way to default the screen brightness as well as default the keyboard backlight to off .	2,3; 24,25
at a $ 500 price tag for a chromebook i was a little hesitant to pull the trigger but at this point i am very pleased with the purchase and i believe it is worth the price .	25,26; 34,35
it ' s really nice to have the touchscreen when using apps and i can seamlessly transition back to using the trackpad / keyboard depending on what i ' m doing .	4,5; 15,16
keyboard is comfortable and screen is sharp .	2,3; 6,7
its very portable and battery should last full day of normal usage .	2,3
i truly love this chromebook .	2,3
the touch screen is really accurate , and the 360 flip feature is really easy - i can switch to tablet mode anytime , although i use this much more often as a laptop .	5,6; 14,15
the pros definitely outweigh the cons , earning this chromebook 5 stars .	3,4; 11,12(SPA)
great computer , especially for the price .	0,1
- two usb - c for charging ( no more odd angles ! )	2,3(SPA)
- price is a bit expensive for a chromebook	5,6
it ' s perfect for school , surfing the web , and watching videos .	3,4
i really love the laptop , it is exactly what i wanted and expected in the price range and i ' m super happy with it !	2,3; 8,9
it feels and performs mighty solid as a laptop .	5,6
the wifi connectivity is strong and consistent in my experience .	4,5
the only thing i didn ' t like is the screen isn ' t bright enough and the speakers aren ' t louder .	2,3; 4,7; 11,14; 19,22
c302ca - dh54 gets the job done for work that doesn ' t require multiple cores for rendering , weight painting or ripping .	3,4
the graphics are great .	3,4
i ' m in college right new studying information technology and it ' s been able to do everything i ' ve needed .	15,16; 18,19(SPA)
it ' s a bit pricey for a chromebook but worth it right now .	10,11
the only drawback is that it does not run the native android versions of microsoft office , and they should warn you about that .	7,8; 20,21
this has met and exceeded my expectations .	4,5
this is a small , well built product ideal for general usage .	8,9
the screen resolution is also very good when watching movies or viewing photos .	6,7
i would highly recommend this !	2,3
i love the backlight , it ' s not so bright as to blind you at night time .	1,2
speaker ' s are ok but not amazing , i do like that they are mounted on the sides so they work well in laptop or tablet mode equally well .	7,8; 21,22
being able to use play store apps has been a huge plus and i ' m now so comfortable with google docs , i ' very already forgotten i even owned a windows laptop .	11,12; 18,19
but this screen is really good and the keyboard and form factor are much better .	5,6; 13,14
i really enjoy the 2 - 1 aspect of the device and really like how when folded into tablet mode , there aren ' t any weird groves on the sides .	2,3; 26,27
the computer itself is not bad , the 360 rotation and touch screen feel good .	14,15
battery life is amazing .	3,4
very good purchase .	1,2
in laptop form , it ' s mediocre at best .	7,8
this chromebook is really one of the best you can own , in my opinion one of the best laptops in general !	7,8; 18,19
the battery life is great and i love the touchscreen / flip feature .	4,5; 7,8
audio quest dragonfly is automatically detected and runs perfectly when attached to one of the usb - c ports .	8,9
the keyboard is backlit and big enough for my fingers .	6,7
i love everything about this laptop , the keyboard , screen resolution , and speed .	1,2
the battery lasts at least 8 - 9 hours using it to type notes and simple web browsing , making it perfect for students .	1,2; 21,22
it is quick , battery lasts a long time and certainly does what i need it to do ( which is web surfing multiple pages at the same time while having a few ms documents open ) .	2,3
it ' s a clean , mean , lean , machine .	4,5
the switch has been awesome .	4,5
the backlit keyboard is awesome at night .	4,5
keyboard was a little confusing .	4,5
screen display is bright and has excellent graphics .	6,7
