数据源	文本序号	文本	Opinion 列表	Opinion：ACOS列表
laptop_quad_test	594.0	by june 2018 , the keyboard stopped working , and i had to do an unplug and reboot .	-1,-1; 	-1,-1:[5,6 KEYBOARD#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	595.0	now given that without the issue they are a nice laptop .	9,10; 	9,10:[10,11 LAPTOP#GENERAL 2 9,10]; 
laptop_quad_test	596.0	good performance for the price and my intention as the support for my family was to have everyone on these with a spare to deal with ones that break down .	0,1; 	0,1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 0,1, -1,-1 LAPTOP#PRICE 2 0,1]; 
laptop_quad_test	597.0	i purchased this computer because it came highly rated by consumer reports , pc magazine , and other raters .	7,9; 	7,9:[3,4 LAPTOP#GENERAL 2 7,9]; 
laptop_quad_test	598.0	the reason why i ' m giving this laptop a two star is because overall i think the quality of it is good especially for the price .	22,23; 	22,23:[8,9 LAPTOP#QUALITY 2 22,23, 8,9 LAPTOP#PRICE 2 22,23]; 
laptop_quad_test	599.0	can not remove the battery .	-1,-1; 	-1,-1:[4,5 BATTERY#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_test	600.0	i too have the black screen problem .	-1,-1; 	-1,-1:[5,6 DISPLAY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	601.0	computer is fine but the speakers broke after 1 week of use .	2,3; -1,-1; 	2,3:[0,1 LAPTOP#GENERAL 2 2,3]; -1,-1:[5,6 MULTIMEDIA_DEVICES#QUALITY 0 -1,-1]; 
laptop_quad_test	602.0	the computer is good for the price , but the hdmi port is already broken .	3,4; -1,-1; 	3,4:[1,2 LAPTOP#PRICE 2 3,4]; -1,-1:[10,12 PORTS#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	603.0	won ' t turn on , won ' t charge , have to send it to tx to be repaired .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	604.0	i want to insist that this is not a game laptop , as many have reviewed it as .	-1,-1; 	-1,-1:[10,11 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_test	605.0	battery life can last me roughly 5 or 6 hours on internet usage alone with multiple tabs .	-1,-1; 	-1,-1:[0,1 BATTERY#OPERATION_PERFORMANCE 1 -1,-1]; 
laptop_quad_test	606.0	the speakers on the bottom take a moment to get used to but after that it ' s alright .	18,19; 	18,19:[1,2 MULTIMEDIA_DEVICES#GENERAL 1 18,19]; 
laptop_quad_test	607.0	also , i hate the keyboard - it feels really cheap .	3,4; 10,11; 	3,4:[5,6 KEYBOARD#GENERAL 0 3,4]; 10,11:[5,6 KEYBOARD#GENERAL 0 10,11]; 
laptop_quad_test	608.0	overall the laptop is cheap and flimsy .	4,5; 6,7; 	4,5:[2,3 LAPTOP#PRICE 2 4,5]; 6,7:[2,3 LAPTOP#QUALITY 0 6,7]; 
laptop_quad_test	609.0	mx150 gaphics card is also pretty bad .	6,7; 	6,7:[0,3 GRAPHICS#GENERAL 0 6,7]; 
laptop_quad_test	610.0	and i genuinely believed in acer , but first i had a lot of issues setting up the computer and after hours of customer service help the touch pad did n ' t even work .	-1,-1; 	-1,-1:[27,29 KEYBOARD#QUALITY 0 -1,-1]; 
laptop_quad_test	611.0	i took it to my local computer repair who states it has a bad board .	13,14; 	13,14:[14,15 MOTHERBOARD#GENERAL 0 13,14]; 
laptop_quad_test	612.0	there ' s something wrong with my laptop .	4,5; 	4,5:[7,8 LAPTOP#GENERAL 0 4,5]; 
laptop_quad_test	613.0	something is wrong with the power management .	2,3; 	2,3:[5,7 BATTERY#GENERAL 0 2,3]; 
laptop_quad_test	614.0	very disappointed in the $ 600 e 15 , as opposed to the no frills , plain old , < $ 200 15 i ' ve had for 2 .	1,2; 	1,2:[6,8 LAPTOP#GENERAL 0 1,2]; 
laptop_quad_test	615.0	the trackpad stopped working after four weeks of using it .	-1,-1; 	-1,-1:[1,2 HARDWARE#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	616.0	there is a flicker in the middle of the screen that is very annoying .	13,14; 	13,14:[9,10 DISPLAY#DESIGN_FEATURES 0 13,14]; 
laptop_quad_test	617.0	the computer runs decent but the keypad turns off every time the computer sleeps .	-1,-1; 	-1,-1:[6,7 KEYBOARD#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_test	618.0	otherwise , so far it is working well .	7,8; 	7,8:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 7,8]; 
laptop_quad_test	619.0	i presented my son with a gift of a defective machine .	9,10; 	9,10:[10,11 LAPTOP#GENERAL 0 9,10]; 
laptop_quad_test	620.0	the computer itself is actually quite fast with the ssd and processor , so my experience there so far has been good .	6,7; 21,22; 	6,7:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 6,7, 9,10 HARD_DISC#QUALITY 2 6,7, 11,12 CPU#QUALITY 2 6,7]; 21,22:[1,2 LAPTOP#GENERAL 2 21,22]; 
laptop_quad_test	621.0	keyboard and track pad shoved way left .	-1,-1; 	-1,-1:[0,1 KEYBOARD#OPERATION_PERFORMANCE 0 -1,-1, 2,4 KEYBOARD#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	622.0	keyboard rattles loudly when typing on left side .	2,3; 	2,3:[0,1 KEYBOARD#OPERATION_PERFORMANCE 0 2,3]; 
laptop_quad_test	623.0	will not connect to wifi , amd screen flashes when adjusting while on .	-1,-1; 	-1,-1:[4,5 PORTS#CONNECTIVITY 0 -1,-1, 7,8 DISPLAY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	624.0	but the speakers are absolutely horrible !	5,6; 	5,6:[2,3 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 5,6]; 
laptop_quad_test	625.0	latest 8th generation core i5 cpu	-1,-1; 	-1,-1:[1,6 CPU#GENERAL 2 -1,-1]; 
laptop_quad_test	626.0	keyboard has flex	-1,-1; 	-1,-1:[0,1 KEYBOARD#DESIGN_FEATURES 1 -1,-1]; 
laptop_quad_test	627.0	no backlight at keyboard	-1,-1; 	-1,-1:[1,2 KEYBOARD#DESIGN_FEATURES 0 -1,-1, 3,4 KEYBOARD#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_test	628.0	key presses are too stiff to press .	4,5; 	4,5:[0,1 KEYBOARD#USABILITY 0 4,5]; 
laptop_quad_test	629.0	hdd makes this laptop very slow .	5,6; 	5,6:[0,1 HARD_DISC#DESIGN_FEATURES 0 5,6, 3,4 LAPTOP#DESIGN_FEATURES 0 5,6]; 
laptop_quad_test	630.0	but asus engineers designed the case and laptop not to be opened by users .	-1,-1; 	-1,-1:[5,6 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1, 7,8 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	631.0	there is no backlight and keys are too stiff .	8,9; 	8,9:[3,4 KEYBOARD#DESIGN_FEATURES 0 8,9, 5,6 KEYBOARD#DESIGN_FEATURES 0 8,9]; 
laptop_quad_test	632.0	i believe it is not healthy to use this keyboard for a long time .	4,6; 	4,6:[9,10 KEYBOARD#MISCELLANEOUS 0 4,6]; 
laptop_quad_test	633.0	linux is mostly compatible with this laptop except fingerprint reader .	-1,-1; 	-1,-1:[8,10 HARDWARE#GENERAL 0 -1,-1]; 
laptop_quad_test	634.0	video converting process with same video file took only 25 minutes with asus vivobook f510ua .	-1,-1; 	-1,-1:[12,15 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	635.0	3 ) you can hear the screen creak .	7,8; 	7,8:[6,7 DISPLAY#QUALITY 0 7,8]; 
laptop_quad_test	636.0	it doesn ' t support a hardwire connection .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#CONNECTIVITY 1 -1,-1]; 
laptop_quad_test	637.0	i have installed no software on it yet it updates something every day and wants to reboot .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	638.0	it just locked up again .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	639.0	did i mention it sounds like a lawn mower ?	-1,-1; 	-1,-1:[-1,-1 HARD_DISC#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	640.0	i will say i do enjoy the screen quality , the wifi is fast on this laptop .	13,14; 	13,14:[11,12 PORTS#OPERATION_PERFORMANCE 2 13,14]; 
laptop_quad_test	641.0	in all , stay away .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_test	642.0	- keyboard is comfortable to use	3,4; 	3,4:[1,2 KEYBOARD#USABILITY 2 3,4]; 
laptop_quad_test	643.0	- finger doesn ' t side smoothly along track pad .	-1,-1; 	-1,-1:[8,10 HARDWARE#USABILITY 0 -1,-1]; 
laptop_quad_test	644.0	horrible laptop !	0,1; 	0,1:[1,2 LAPTOP#GENERAL 0 0,1]; 
laptop_quad_test	645.0	i had to spend over $ 160 to return it .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_test	646.0	i will never buy an other asus product .	-1,-1; 	-1,-1:[6,8 COMPANY#GENERAL 0 -1,-1]; 
laptop_quad_test	647.0	it just crashed , dead .	2,3; 4,5; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 2,3]; 4,5:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 4,5]; 
laptop_quad_test	648.0	- the screen looks pretty good , except when viewing anything dark .	5,6; 	5,6:[2,3 DISPLAY#GENERAL 2 5,6]; 
laptop_quad_test	649.0	- the keyboard is awful .	4,5; 	4,5:[2,3 KEYBOARD#GENERAL 0 4,5]; 
laptop_quad_test	650.0	when i asked asus for a replacement key , they said i ' d have to ship it back to them , which would have left me without a computer for 2 weeks .	-1,-1; 	-1,-1:[3,4 SUPPORT#GENERAL 1 -1,-1]; 
laptop_quad_test	651.0	don ' t buy it .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_test	652.0	after my 3rd boot up it ' s damaged .	8,9; 	8,9:[3,5 OS#OPERATION_PERFORMANCE 0 8,9]; 
laptop_quad_test	653.0	after a month of use , disk ( c : ) runs at 100 % all the time .	-1,-1; 	-1,-1:[-1,-1 HARD_DISC#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	654.0	everything else is very good and i am satisfied	4,5; 8,9; 	4,5:[-1,-1 LAPTOP#GENERAL 2 4,5]; 8,9:[-1,-1 LAPTOP#GENERAL 2 8,9]; 
laptop_quad_test	655.0	do not buy this computer if your plan is to multitask , play an occasional game and / or play music while searching the web .	-1,-1; 	-1,-1:[4,5 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_test	656.0	this is first impression , 1st day using it	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_test	657.0	overall good laptop .	1,2; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_test	658.0	the fingerprint scanner is half jotted and barely works .	-1,-1; 	-1,-1:[1,3 HARDWARE#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	659.0	one day of use and the screen turns itself off and logs you out whenever it feels to do so .	-1,-1; 	-1,-1:[6,7 DISPLAY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	660.0	finger print scanner not working whatsoever .	-1,-1; 	-1,-1:[0,3 HARDWARE#QUALITY 0 -1,-1]; 
laptop_quad_test	661.0	with all the great spec hardware in this laptop , why would you put a 5400rpm hard drive in this unit ?	3,4; -1,-1; 	3,4:[4,5 HARDWARE#GENERAL 2 3,4, 5,6 HARDWARE#GENERAL 2 3,4]; -1,-1:[16,18 HARD_DISC#GENERAL 0 -1,-1]; 
laptop_quad_test	662.0	poor touch pad , it get stuck .	0,1; 6,7; 	0,1:[1,3 HARDWARE#GENERAL 0 0,1]; 6,7:[1,3 HARDWARE#GENERAL 0 6,7]; 
laptop_quad_test	663.0	- the physical case is solid and of a production quality you ' d expect in machine 3 - 5x the price of this machine	-1,-1; 	-1,-1:[9,11 LAPTOP#QUALITY 2 -1,-1]; 
laptop_quad_test	664.0	- user interfaces that are tight , responsive	5,6; 7,8; 	5,6:[1,3 OS#OPERATION_PERFORMANCE 2 5,6]; 7,8:[1,3 OS#OPERATION_PERFORMANCE 2 7,8]; 
laptop_quad_test	665.0	all and all , it ' s a light weight , but very robust development stack , that also has the added convenience of cloud9 ' s collaboration features wherein multiple developers can be writing code in even the same file simultaneously .	13,14; 8,9; 	13,14:[-1,-1 OS#OPERATION_PERFORMANCE 2 13,14]; 8,9:[-1,-1 OS#DESIGN_FEATURES 2 8,9]; 
laptop_quad_test	666.0	thus far , i ' ve loaded a number of games , my password vault , several productivity apps , skype , spotify and some network scanning android apps and they ' ve all worked very well .	36,37; 	36,37:[-1,-1 SOFTWARE#OPERATION_PERFORMANCE 2 36,37, 27,29 SOFTWARE#OPERATION_PERFORMANCE 2 36,37]; 
laptop_quad_test	667.0	mouse and trackpad settings are very minimalist , there ' s no way to modify short - cut keys , and the power management options are pretty minimal , too .	6,7; 	6,7:[0,1 SOFTWARE#DESIGN_FEATURES 0 6,7, 2,4 SOFTWARE#DESIGN_FEATURES 0 6,7, 22,25 SOFTWARE#DESIGN_FEATURES 0 6,7]; 
laptop_quad_test	668.0	and the google play store is chock - full of great apps and games .	10,11; 	10,11:[2,5 SOFTWARE#DESIGN_FEATURES 2 10,11, 11,12 SOFTWARE#DESIGN_FEATURES 2 10,11]; 
laptop_quad_test	669.0	it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .	4,5; 6,7; 21,22; 	4,5:[17,19 OS#OPERATION_PERFORMANCE 2 4,5, 20,21 OS#OPERATION_PERFORMANCE 2 4,5]; 6,7:[17,19 OS#OPERATION_PERFORMANCE 2 6,7, 20,21 OS#OPERATION_PERFORMANCE 2 6,7]; 21,22:[17,19 OS#OPERATION_PERFORMANCE 2 21,22, 20,21 OS#OPERATION_PERFORMANCE 2 21,22]; 
laptop_quad_test	670.0	you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .	8,9; 2,6; 30,31; 32,33; 	8,9:[27,28 LAPTOP#GENERAL 2 8,9]; 2,6:[27,28 LAPTOP#GENERAL 2 2,6]; 30,31:[-1,-1 LAPTOP#GENERAL 2 30,31, 33,34 LAPTOP#GENERAL 2 30,31]; 32,33:[-1,-1 LAPTOP#GENERAL 2 32,33, 33,34 LAPTOP#GENERAL 2 32,33]; 
laptop_quad_test	671.0	for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen .	8,9; 10,11; 33,34; 	8,9:[14,16 DISPLAY#OPERATION_PERFORMANCE 2 8,9]; 10,11:[14,16 DISPLAY#OPERATION_PERFORMANCE 2 10,11]; 33,34:[-1,-1 DISPLAY#GENERAL 2 33,34]; 
laptop_quad_test	672.0	i saw this c302 was announced at ces and was immediately drawn to it since it has the intel core m3 processor .	11,13; 	11,13:[3,4 LAPTOP#GENERAL 2 11,13, 18,22 CPU#GENERAL 2 11,13]; 
laptop_quad_test	673.0	apps like microsoft word , excel , etc run wonderfully .	9,10; 	9,10:[0,1 SOFTWARE#OPERATION_PERFORMANCE 2 9,10, 2,4 SOFTWARE#OPERATION_PERFORMANCE 2 9,10, 5,6 SOFTWARE#OPERATION_PERFORMANCE 2 9,10]; 
laptop_quad_test	674.0	for instance , the android youtube app doesn ' t work well at all because it ' s very inconvenient to get videos into full - screen mode .	8,12; 19,20; 	8,12:[4,7 SOFTWARE#OPERATION_PERFORMANCE 0 8,12]; 19,20:[4,7 SOFTWARE#OPERATION_PERFORMANCE 0 19,20]; 
laptop_quad_test	675.0	it seems pretty fast .	3,4; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_test	676.0	so i ' m very happy and relieved to see it working excellently on the c302 .	-1,-1; 12,13; 	-1,-1:[15,16 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 12,13:[15,16 LAPTOP#OPERATION_PERFORMANCE 2 12,13]; 
laptop_quad_test	677.0	this is easily the best overall chromebook out there right now ( under $ 500 ) .	4,5; 	4,5:[6,7 LAPTOP#GENERAL 2 4,5]; 
laptop_quad_test	678.0	* battery * - battery life is great .	7,8; 	7,8:[4,5 BATTERY#GENERAL 2 7,8, 4,6 BATTERY#GENERAL 2 7,8]; 
laptop_quad_test	679.0	the backlight works great and i had no problems using it in the dark .	3,4; 	3,4:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_test	680.0	it ' s a nice smooth surface so no tension when gliding across it .	4,5; 5,6; 	4,5:[6,7 LAPTOP#DESIGN_FEATURES 2 4,5]; 5,6:[6,7 LAPTOP#DESIGN_FEATURES 2 5,6]; 
laptop_quad_test	681.0	multi - touch input works great .	5,6; 	5,6:[0,4 KEYBOARD#OPERATION_PERFORMANCE 2 5,6]; 
laptop_quad_test	682.0	* build quality * - i ' m really pleased with the overall quality .	9,10; 	9,10:[1,3 LAPTOP#QUALITY 2 9,10, -1,-1 LAPTOP#QUALITY 2 9,10]; 
laptop_quad_test	683.0	it ' s light enough to carry pretty much every where .	3,4; 	3,4:[-1,-1 LAPTOP#PORTABILITY 2 3,4]; 
laptop_quad_test	684.0	it starts up , runs without issues .	-1,-1; 	-1,-1:[1,3 OS#OPERATION_PERFORMANCE 1 -1,-1]; 
laptop_quad_test	685.0	even the speakers are way better than i expected from a 2 in 1 at this price point .	5,6; 	5,6:[2,3 MULTIMEDIA_DEVICES#GENERAL 2 5,6]; 
laptop_quad_test	686.0	this is finally the chromebook i ' ve been waiting for , that is not a $ 1300 pixel .	-1,-1; 	-1,-1:[4,5 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	687.0	- the screen has great contrast and is glossy and sharp	4,5; 8,9; 10,11; 	4,5:[2,3 DISPLAY#OPERATION_PERFORMANCE 2 4,5]; 8,9:[2,3 DISPLAY#OPERATION_PERFORMANCE 2 8,9]; 10,11:[2,3 DISPLAY#OPERATION_PERFORMANCE 2 10,11]; 
laptop_quad_test	688.0	- this may be a personal preference but i did wish the screen was a tad bit brighter .	17,18; 	17,18:[12,13 DISPLAY#DESIGN_FEATURES 0 17,18]; 
laptop_quad_test	689.0	overall great chromebook .	1,2; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_test	690.0	this is a spectacular chromebook .	3,4; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_test	691.0	it ' s faster , the screen is much nicer , and it has twice the memory and four times the drive space .	3,4; 9,10; -1,-1; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 9,10:[6,7 DISPLAY#DESIGN_FEATURES 2 9,10]; -1,-1:[16,17 MEMORY#DESIGN_FEATURES 2 -1,-1, 21,23 HARD_DISC#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_test	692.0	the core m3 processor allows the c302 to be fanless , as well , adding to the sleek design .	17,18; 	17,18:[18,19 LAPTOP#DESIGN_FEATURES 2 17,18]; 
laptop_quad_test	693.0	it ' s a real timesaver , honestly .	-1,-1; 	-1,-1:[-1,-1 DISPLAY#USABILITY 2 -1,-1]; 
laptop_quad_test	694.0	i find the display sharp and touch responsive to be quite excellent .	4,5; 7,8; 11,12; 	4,5:[3,4 DISPLAY#DESIGN_FEATURES 2 4,5]; 7,8:[6,7 KEYBOARD#OPERATION_PERFORMANCE 2 7,8]; 11,12:[6,7 KEYBOARD#OPERATION_PERFORMANCE 2 11,12]; 
laptop_quad_test	695.0	at the end of the day i think it is worth the extra cost if you are looking for a premium product feel .	10,11; 	10,11:[-1,-1 LAPTOP#GENERAL 2 10,11]; 
laptop_quad_test	696.0	- nice , bright screen ( touchscreen , too ! )	1,2; 3,4; 	1,2:[4,5 DISPLAY#DESIGN_FEATURES 2 1,2, 6,7 DISPLAY#DESIGN_FEATURES 2 1,2]; 3,4:[4,5 DISPLAY#DESIGN_FEATURES 2 3,4, 6,7 DISPLAY#DESIGN_FEATURES 2 3,4]; 
laptop_quad_test	697.0	battery doesn ' t last nearly as long as advertised .	-1,-1; 	-1,-1:[0,1 BATTERY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	698.0	this is a very cleverly designed and fast machine .	4,5; 7,8; 	4,5:[8,9 LAPTOP#DESIGN_FEATURES 2 4,5]; 7,8:[8,9 LAPTOP#OPERATION_PERFORMANCE 2 7,8]; 
laptop_quad_test	699.0	operational speed - - likely the fastest laptop i have ever used ( for basic functions ) .	6,7; 	6,7:[7,8 LAPTOP#OPERATION_PERFORMANCE 2 6,7]; 
laptop_quad_test	700.0	edit 2 : 8 months in and everything is working great .	10,11; 	10,11:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 10,11]; 
laptop_quad_test	701.0	- trackpad isn ' t the best .	3,7; 	3,7:[1,2 HARDWARE#OPERATION_PERFORMANCE 1 3,7]; 
laptop_quad_test	702.0	- the touch screen isn ' t as accurate as i wish , for cases like tapping tiny things around the edges .	-1,-1; 	-1,-1:[2,4 DISPLAY#GENERAL 0 -1,-1]; 
laptop_quad_test	703.0	- the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 ) .	6,7; 	6,7:[2,3 DISPLAY#DESIGN_FEATURES 0 6,7]; 
laptop_quad_test	704.0	for 99 % of the people looking at chromebooks right now for personal use , this asus is probably the best choice in the market .	20,21; 	20,21:[16,17 LAPTOP#GENERAL 2 20,21]; 
laptop_quad_test	705.0	overall , i am extremely impressed with this chromebook and would highly recommend this to others .	5,6; 12,13; 	5,6:[8,9 LAPTOP#GENERAL 2 5,6]; 12,13:[8,9 LAPTOP#GENERAL 2 12,13]; 
laptop_quad_test	706.0	it works well as a tablet .	2,3; 	2,3:[5,6 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 
laptop_quad_test	707.0	it works great as a laptop and for the things i do which tend to be web based .	2,3; 	2,3:[5,6 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 
laptop_quad_test	708.0	nevertheless , i did have my own nitpicking issues with it but for the $ 250 price tag it launched with , it was well worth it .	24,26; 	24,26:[-1,-1 LAPTOP#PRICE 2 24,26]; 
laptop_quad_test	709.0	i found the display to be very vibrant , with excellent pixel density .	7,8; 10,11; 	7,8:[3,4 DISPLAY#DESIGN_FEATURES 2 7,8]; 10,11:[3,4 DISPLAY#DESIGN_FEATURES 2 10,11]; 
laptop_quad_test	710.0	i like the dispersion of ports and feel it helps with the ergonomics of your daily usage .	-1,-1; 	-1,-1:[5,6 PORTS#USABILITY 2 -1,-1]; 
laptop_quad_test	711.0	still , for $ 450 i ' m a huge fan of the screen and the excellent overall build quality .	-1,-1; 16,17; 	-1,-1:[13,14 DISPLAY#GENERAL 2 -1,-1]; 16,17:[18,20 LAPTOP#QUALITY 2 16,17]; 
laptop_quad_test	712.0	and even with all of the new competition hitting the market with higher price points , the c302 still offers the best premium chrome os experience at a respectable price .	28,29; 21,22; 22,23; 	28,29:[17,18 LAPTOP#PRICE 2 28,29]; 21,22:[23,25 OS#GENERAL 2 21,22]; 22,23:[23,25 OS#GENERAL 2 22,23]; 
laptop_quad_test	713.0	the screen is fantastic .	3,4; 	3,4:[1,2 DISPLAY#GENERAL 2 3,4]; 
laptop_quad_test	714.0	the mousepad feels very comfortable to use .	4,5; 	4,5:[1,2 MOUSE#USABILITY 2 4,5]; 
laptop_quad_test	715.0	the battery performance is all it ' s cracked up to be .	-1,-1; 	-1,-1:[1,3 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	716.0	the sound is rich and plenty loud enough , but it won ' t replace your music system .	3,4; 6,7; 	3,4:[1,2 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 3,4]; 6,7:[1,2 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 6,7]; 
laptop_quad_test	717.0	backlit allow even guys with large hands to use this keyboard comfortably in any lighting .	11,12; 	11,12:[0,1 KEYBOARD#DESIGN_FEATURES 2 11,12, 10,11 KEYBOARD#DESIGN_FEATURES 2 11,12]; 
laptop_quad_test	718.0	the trackpad and touchscreen are both excellent .	6,7; 	6,7:[1,2 KEYBOARD#GENERAL 2 6,7, 3,4 DISPLAY#GENERAL 2 6,7]; 
laptop_quad_test	719.0	the speaker sound is ok but not great .	4,5; 6,8; 	4,5:[1,3 MULTIMEDIA_DEVICES#GENERAL 1 4,5]; 6,8:[1,3 MULTIMEDIA_DEVICES#GENERAL 1 6,8]; 
laptop_quad_test	720.0	i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment .	3,4; 16,17; 	3,4:[5,6 LAPTOP#GENERAL 2 3,4]; 16,17:[5,6 LAPTOP#GENERAL 2 16,17]; 
laptop_quad_test	721.0	* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .	8,9; 	8,9:[2,6 PORTS#OPERATION_PERFORMANCE 2 8,9]; 
laptop_quad_test	722.0	speaker : good speakers but not the loudest .	2,3; 	2,3:[3,4 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 2,3, -1,-1 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 2,3]; 
laptop_quad_test	723.0	the device is so sturdy and clean looking it is a pleasure to hold in my hands .	4,5; 6,7; 11,12; 	4,5:[1,2 LAPTOP#DESIGN_FEATURES 2 4,5]; 6,7:[1,2 LAPTOP#DESIGN_FEATURES 2 6,7]; 11,12:[1,2 LAPTOP#DESIGN_FEATURES 2 11,12]; 
laptop_quad_test	724.0	the touchscreen is very responsive and works great in tablet mode .	4,5; 7,8; 	4,5:[1,2 DISPLAY#OPERATION_PERFORMANCE 2 4,5]; 7,8:[1,2 DISPLAY#OPERATION_PERFORMANCE 2 7,8]; 
laptop_quad_test	725.0	the battery life is touted as 10 hours but i find that 7 .	-1,-1; 	-1,-1:[1,3 BATTERY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	726.0	this is a fantastic chromebook .	3,4; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_test	727.0	- single battery charge can last 13 - 9 hours depending on wifi / video / app demand	-1,-1; 	-1,-1:[2,4 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	728.0	i love this chromebook .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2, 3,4 LAPTOP#GENERAL 2 1,2, 3,4 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_test	729.0	the touchscreen works very well , and android apps are working right now if you ' re on the beta channel for chrome os .	-1,-1; 	-1,-1:[7,9 SOFTWARE#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	730.0	i love this chromebook !	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_test	731.0	/ / really love this device .	3,4; 	3,4:[5,6 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_test	732.0	i really like the keyboard .	2,3; 	2,3:[4,5 KEYBOARD#GENERAL 2 2,3]; 
laptop_quad_test	733.0	the only drawback to the device so far is that it ' s not especially comfortable to use in tablet mode ; the edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms and at 2 .	32,33; 	32,33:[23,27 LAPTOP#DESIGN_FEATURES 0 32,33]; 
laptop_quad_test	734.0	as a laptop , this is just the size i need .	-1,-1; 	-1,-1:[2,3 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 
