数据源	文本序号	文本	Opinion 列表(人工)	Opinion：ACOS列表(人工)	MPQA
laptop_quad_test	125.0	otherwise , it ' s great .	5,6; 	5,6:[-1,-1 LAPTOP#GENERAL 2 5,6]; 	{ 1 5,6 -1,-1 ;}
laptop_quad_test	126.0	also , secure os .	2,3; 	2,3:[3,4 OS#OPERATION_PERFORMANCE 2 2,3]; 	{ 1 2,3 3,4 ;}
laptop_quad_test	127.0	the product itself is awesome .	4,5; 	4,5:[1,2 LAPTOP#GENERAL 2 4,5]; 	{ 1 4,5 1,2 ;}
laptop_quad_test	128.0	great little laptop and tablet !	0,1; 	0,1:[2,3 LAPTOP#GENERAL 2 0,1, 4,5 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 2,3 ;}
laptop_quad_test	129.0	the chormebook works as described by seller .	-1,-1; 	-1,-1:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	130.0	i like the size and features .	1,2; 	1,2:[-1,-1 LAPTOP#DESIGN_FEATURES 2 1,2]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	131.0	however , still 5 stars as you get what you pay for : a cheap , decently rugged , light weight notebook to kick around and tinker with .	14,15; 16,17; 19,20; 	14,15:[21,22 LAPTOP#PRICE 2 14,15]; 16,17:[21,22 LAPTOP#DESIGN_FEATURES 2 16,17]; 19,20:[21,22 LAPTOP#DESIGN_FEATURES 2 19,20]; 	{ 1 -1,-1 20,22 ;}
laptop_quad_test	132.0	love the keyboard .	0,1; 	0,1:[2,3 KEYBOARD#GENERAL 2 0,1]; 	{ 1 -1,-1 2,3 ;}
laptop_quad_test	133.0	i am still getting use to the chromebook but i love it lightweight easy to bring with me as it doesnt take up much room !	10,11; 12,13; 13,14; 	10,11:[7,8 LAPTOP#GENERAL 2 10,11]; 12,13:[7,8 LAPTOP#DESIGN_FEATURES 2 12,13]; 13,14:[7,8 LAPTOP#DESIGN_FEATURES 2 13,14]; 	{ 1 13,14 7,8 ;}
laptop_quad_test	134.0	i am so glad i purchased this and would definitely purchase again .	3,4; 	3,4:[-1,-1 LAPTOP#GENERAL 2 3,4]; 	{ 1 9,10 -1,-1 ;}
laptop_quad_test	135.0	since it is the same platform used at school the navigation was easy to get used too .	12,13; 	12,13:[10,11 SOFTWARE#USABILITY 2 12,13]; 	{ 1 12,13 10,11 ;}
laptop_quad_test	136.0	great for going on the internet .	0,1; 	0,1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	137.0	it works well for her .	2,3; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	138.0	we ran world of tank blitz ( using a game controller ) and roblocks on the low rez settings and experienced great appearance and ability to play .	21,22; 	21,22:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 21,22]; 	{ 1 21,22 -1,-1 ;}
laptop_quad_test	139.0	another little thing is the speaker isn ' t loud .	-1,-1; 	-1,-1:[5,6 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 5,6 ;}
laptop_quad_test	140.0	love it	0,1; 	0,1:[-1,-1 LAPTOP#GENERAL 2 0,1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	141.0	great battery life .	0,1; 	0,1:[1,3 BATTERY#OPERATION_PERFORMANCE 2 0,1]; 	{ 1 0,1 1,3 ;}
laptop_quad_test	142.0	easy to take with and do homework on the go too !	0,1; 	0,1:[-1,-1 LAPTOP#PORTABILITY 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	143.0	i would recommend it to anyone .	2,3; 	2,3:[-1,-1 LAPTOP#GENERAL 2 2,3]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	144.0	this is perfect .	2,3; 	2,3:[-1,-1 LAPTOP#GENERAL 2 2,3]; 	{ 1 2,3 -1,-1 ;}
laptop_quad_test	145.0	battery life , speed , display and software were my additional top reasons why i went for the samsung .	-1,-1; 	-1,-1:[0,2 BATTERY#GENERAL 2 -1,-1, 18,19 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1, 5,6 DISPLAY#GENERAL 2 -1,-1, 7,8 SOFTWARE#GENERAL 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	146.0	the display is crisp and bright , setup literally takes under a minute , its fast , cheap , charges fast , lasts forever .	3,4; 5,6; 20,21; 17,18; -1,-1; 	3,4:[1,2 DISPLAY#QUALITY 2 3,4]; 5,6:[1,2 DISPLAY#QUALITY 2 5,6]; 20,21:[7,8 OS#OPERATION_PERFORMANCE 2 20,21]; 17,18:[7,8 OS#OPERATION_PERFORMANCE 2 17,18]; -1,-1:[-1,-1 POWER_SUPPLY#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	147.0	nice , i ordered this just for simple web browsing and personal use .	0,1; 	0,1:[-1,-1 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	148.0	i love my chromebook .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 	{ 1 -1,-1 3,4 ;}
laptop_quad_test	149.0	it is taking me a while to get used to the small , tight keyboard .	11,12; 13,14; 	11,12:[14,15 KEYBOARD#DESIGN_FEATURES 0 11,12]; 13,14:[14,15 KEYBOARD#DESIGN_FEATURES 0 13,14]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	150.0	after researching for a high quality laptop that would not break the bank , i finally chose this one .	4,5; 	4,5:[6,7 LAPTOP#QUALITY 2 4,5]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	151.0	delivery was a bit off but i blame usps on that , they suck in my area .	4,5; 13,14; 	4,5:[0,1 SHIPPING#GENERAL 0 4,5]; 13,14:[8,9 SHIPPING#GENERAL 0 13,14]; 	{ -1 -1,-1 8,9 ;}
laptop_quad_test	152.0	amd a12 processor is quite fast when loading everything from an ssd .	5,6; 	5,6:[0,3 CPU#OPERATION_PERFORMANCE 2 5,6]; 	{ 1 -1,-1 1,3 ;}
laptop_quad_test	153.0	light for its size , not much flex in the body .	0,1; 	0,1:[-1,-1 LAPTOP#DESIGN_FEATURES 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	154.0	stop what you ' re doing now and get this computer !	-1,-1; 	-1,-1:[10,11 LAPTOP#GENERAL 2 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	155.0	this computer is the best thing you can get under 400 dollars .	4,5; 	4,5:[1,2 LAPTOP#PRICE 2 4,5]; 	{ 1 4,5 1,2 ;}
laptop_quad_test	156.0	great functioning computer .	0,1; 	0,1:[2,3 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	157.0	excellent laptop at a reasonable price .	0,1; 4,5; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 4,5:[1,2 LAPTOP#PRICE 2 4,5]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	158.0	this laptop does all i need it to do .	-1,-1; 	-1,-1:[1,2 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	159.0	works flawlessly and decent battery life .	3,4; 1,2; 	3,4:[4,5 BATTERY#OPERATION_PERFORMANCE 2 3,4]; 1,2:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 1,2]; 	{ 1 3,4 4,6 ;}
laptop_quad_test	160.0	excelente laptop	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	161.0	great for graphics , nothing to complex but it can get the job done	0,1; 	0,1:[2,3 GRAPHICS#GENERAL 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	162.0	about what i was expecting / hoping it to be .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 	{ 0 -1,-1 -1,-1 ;}
laptop_quad_test	163.0	it has been able to handle everything i ' ve needed for my business .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 3,4 -1,-1 ;}
laptop_quad_test	164.0	it is fast enough for what we do , and it has all the features we needed for less .	2,3; -1,-1; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; -1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	165.0	love our new laptop .	0,1; 	0,1:[3,4 LAPTOP#GENERAL 2 0,1]; 	{ 1 -1,-1 3,4 ;}
laptop_quad_test	166.0	battery could last longer .	-1,-1; 	-1,-1:[0,1 BATTERY#QUALITY 0 -1,-1]; 	{ 1 -1,-1 0,1 ;}
laptop_quad_test	167.0	light weight , good battery life , sharp screen .	0,1; 3,4; 7,8; 	0,1:[-1,-1 LAPTOP#DESIGN_FEATURES 2 0,1]; 3,4:[4,5 BATTERY#GENERAL 2 3,4]; 7,8:[8,9 DISPLAY#DESIGN_FEATURES 2 7,8]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	168.0	he is very content with it and its features	3,4; 	3,4:[-1,-1 LAPTOP#GENERAL 2 3,4]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	169.0	great performance , quiet and cool processor .	0,1; 3,4; 5,6; 	0,1:[6,7 LAPTOP#OPERATION_PERFORMANCE 2 0,1]; 3,4:[6,7 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 5,6:[6,7 CPU#GENERAL 2 5,6]; 	{ 1 -1,-1 6,7 ;}
laptop_quad_test	170.0	the sims 4 ran very smoothly on regular graphics .	5,6; 	5,6:[8,9 DISPLAY#OPERATION_PERFORMANCE 2 5,6]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	171.0	i was really excited to get this laptop !	3,4; 	3,4:[7,8 LAPTOP#GENERAL 2 3,4]; 	{ 1 3,4 7,8 ;}
laptop_quad_test	172.0	runs first person shooters relatively well .	5,6; 	5,6:[1,4 SOFTWARE#OPERATION_PERFORMANCE 2 5,6]; 	{ 1 -1,-1 2,4 ;}
laptop_quad_test	173.0	would definitely buy this again if i needed to do so .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 1,2 -1,-1 ;}
laptop_quad_test	174.0	laptop booted right up and the set up waa super easy .	-1,-1; 10,11; 	-1,-1:[0,1 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 10,11:[0,1 LAPTOP#USABILITY 2 10,11]; 	{ 1 -1,-1 0,1 ;}
laptop_quad_test	175.0	the ones that do , doesn ' t have the numbering pad on the right side of the keyboard and i needed that .	-1,-1; 	-1,-1:[18,19 KEYBOARD#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 18,19 ;}
laptop_quad_test	176.0	it ' s a very good lappy and i ' m happy with it , because it can still get all i need to do , done .	5,6; 11,12; 	5,6:[6,7 LAPTOP#GENERAL 2 5,6]; 11,12:[6,7 LAPTOP#GENERAL 2 11,12]; 	{ 1 5,6 6,7 ;}
laptop_quad_test	177.0	nice and thin , light , surprised it has a dvd player in it .	2,3; 4,5; 6,7; 0,1; 	2,3:[-1,-1 LAPTOP#DESIGN_FEATURES 2 2,3]; 4,5:[-1,-1 LAPTOP#DESIGN_FEATURES 2 4,5]; 6,7:[-1,-1 LAPTOP#DESIGN_FEATURES 2 6,7]; 0,1:[-1,-1 LAPTOP#GENERAL 2 0,1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	178.0	for my needs it ' s a perfect computer with one major flaw : battery life is much shorter than they advertise !	7,8; 18,19; 	7,8:[8,9 LAPTOP#GENERAL 2 7,8]; 18,19:[14,16 BATTERY#OPERATION_PERFORMANCE 0 18,19]; 	{ -1 -1,-1 14,16 ;}
laptop_quad_test	179.0	mine did lose its screen backlight suddenly when i ' d had it less than a month .	-1,-1; 	-1,-1:[4,5 DISPLAY#QUALITY 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	180.0	fast processor .	0,1; 	0,1:[1,2 CPU#OPERATION_PERFORMANCE 2 0,1]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	181.0	if you want a laptop ( not for gaming - reviews say - i have not tried ) get this one !	-1,-1; 	-1,-1:[4,5 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 -1,-1 4,5 ;}
laptop_quad_test	182.0	i think the battery is just undersized for the amd a12 apu .	-1,-1; 	-1,-1:[3,4 BATTERY#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 3,4 ;}
laptop_quad_test	183.0	this is an excellent laptop with a lot of heart .	3,4; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	184.0	the dvd player is a really nice touch as well , i didn ' t think i would use it but i definitely will in the future !	6,7; 	6,7:[1,3 OPTICAL_DRIVES#GENERAL 2 6,7]; 	{ 1 22,23 -1,-1 ;}
laptop_quad_test	185.0	has all the available ports that i need .	-1,-1; 	-1,-1:[4,5 PORTS#GENERAL 2 -1,-1]; 	{ 1 -1,-1 4,5 ;}
laptop_quad_test	186.0	laptop is very fast with 4cpu and 8gpu on board .	3,4; 	3,4:[0,1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 	{ 1 -1,-1 0,1 ;}
laptop_quad_test	187.0	great computer , you can play 2015 and below games on this computer .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	188.0	great laptop !	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	189.0	she can stream music or videos , do her homework , and so on , so we are all pleased with our purchase .	19,20; 	19,20:[-1,-1 LAPTOP#GENERAL 2 19,20]; 	{ 1 19,20 -1,-1 ;}
laptop_quad_test	190.0	cpu performance does well .	3,4; 	3,4:[0,1 CPU#OPERATION_PERFORMANCE 2 3,4]; 	{ 1 -1,-1 0,1 ;}
laptop_quad_test	191.0	i bought this for college to do my homework and also pay my bills .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 1 -1,-1]; 	{ 0 -1,-1 4,5 ;}
laptop_quad_test	192.0	really like it .	1,2; 	1,2:[-1,-1 LAPTOP#GENERAL 2 1,2]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	193.0	played heroes of the storm with graphics up full and wasn ' t any lag .	-1,-1; 	-1,-1:[6,7 GRAPHICS#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	194.0	webpages load quickly .	2,3; 	2,3:[-1,-1 SOFTWARE#OPERATION_PERFORMANCE 2 2,3]; 	{ 1 -1,-1 0,2 ;}
laptop_quad_test	195.0	but i guess , it ' s got a lot of power going to that processor so you can ' t have it all .	-1,-1; 	-1,-1:[15,16 CPU#OPERATION_PERFORMANCE 1 -1,-1]; 	{ 0 -1,-1 -1,-1 ;}
laptop_quad_test	196.0	for us , it was perfect .	5,6; 	5,6:[-1,-1 LAPTOP#GENERAL 2 5,6]; 	{ 1 5,6 -1,-1 ;}
laptop_quad_test	197.0	i got ta say this was my first ever online computer / laptop order and let me tell you its pretty good .	21,22; 	21,22:[10,11 LAPTOP#GENERAL 2 21,22, 12,13 LAPTOP#GENERAL 2 21,22]; 	{ 1 21,22 -1,-1 ;}
laptop_quad_test	198.0	i love how sleek and thin it is .	1,2; 3,4; 5,6; 	1,2:[-1,-1 LAPTOP#DESIGN_FEATURES 2 1,2]; 3,4:[-1,-1 LAPTOP#DESIGN_FEATURES 2 3,4]; 5,6:[-1,-1 LAPTOP#DESIGN_FEATURES 2 5,6]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	199.0	great feel to the keyboard as well .	0,1; 	0,1:[4,5 KEYBOARD#USABILITY 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	200.0	this is a super fast computer and i really like it .	4,5; 	4,5:[5,6 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 	{ 1 -1,-1 4,6 ;}
laptop_quad_test	201.0	it ' s so far a solid laptop that i can use for some gaming and school .	6,7; 	6,7:[7,8 LAPTOP#GENERAL 2 6,7]; 	{ 1 6,7 7,8 ;}
laptop_quad_test	202.0	i purchased the laptop in august , and i already have a couple of keys popping off .	-1,-1; 	-1,-1:[3,4 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 14,15 ;}
laptop_quad_test	203.0	i almost always keep it plugged in , so i can ' t comment on battery life .	-1,-1; 	-1,-1:[15,17 BATTERY#GENERAL 1 -1,-1]; 	{ 0 -1,-1 15,17 ;}
laptop_quad_test	204.0	battery life is short , but plugging it in works .	3,4; 	3,4:[0,2 BATTERY#OPERATION_PERFORMANCE 0 3,4]; 	{ 1 -1,-1 0,2 ;}
laptop_quad_test	205.0	sleek design .	0,1; 	0,1:[1,2 LAPTOP#DESIGN_FEATURES 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	206.0	easy to use .	0,1; 	0,1:[-1,-1 LAPTOP#USABILITY 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	207.0	nice computer for responsible grade school child .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	208.0	this laptop is well engineered and designed .	3,4; 	3,4:[1,2 LAPTOP#DESIGN_FEATURES 2 3,4]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	209.0	this is a very nice laptop .	4,5; 	4,5:[5,6 LAPTOP#GENERAL 2 4,5]; 	{ 1 4,5 5,6 ;}
laptop_quad_test	210.0	it is perfect for everything i need it for .	2,3; 	2,3:[-1,-1 LAPTOP#GENERAL 2 2,3]; 	{ 1 2,3 -1,-1 ;}
laptop_quad_test	211.0	provided just what i wanted at a resonable price .	7,8; 	7,8:[-1,-1 LAPTOP#PRICE 2 7,8]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	212.0	this laptop is fast and does what i need without problems .	3,4; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	213.0	great price and great performance but terrible battery .	-1,-1; 6,7; 	-1,-1:[-1,-1 LAPTOP#PRICE 2 -1,-1, -1,-1 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 6,7:[7,8 BATTERY#GENERAL 0 6,7]; 	{ -1 6,7 7,8 ;}
laptop_quad_test	214.0	it is a little slow .	4,5; 	4,5:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 4,5]; 	{ -1 4,5 -1,-1 ;}
laptop_quad_test	215.0	great computer , setup was fast and easy .	0,1; 5,6; 7,8; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 5,6:[3,4 LAPTOP#USABILITY 2 5,6]; 7,8:[3,4 LAPTOP#USABILITY 2 7,8]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	216.0	i am inlove with this laptop literally , it ' s nice size 15 .	11,12; 	11,12:[5,6 LAPTOP#DESIGN_FEATURES 2 11,12]; 	{ 1 11,12 5,6 ; 1 11,12 -1,-1 ;}
laptop_quad_test	217.0	graphics are good for the level of this laptop .	2,3; 	2,3:[0,1 GRAPHICS#GENERAL 2 2,3]; 	{ 1 2,3 0,1 ;}
laptop_quad_test	218.0	finally got the warranty honored after almost 6 months .	-1,-1; 	-1,-1:[3,4 WARRANTY#GENERAL 0 -1,-1]; 	{ 1 -1,-1 3,4 ;}
laptop_quad_test	219.0	plenty of buyer returned it since the touch screen has phantom touch problems right after unboxing or it will eventually happen within 3 months .	-1,-1; 	-1,-1:[7,9 DISPLAY#QUALITY 0 -1,-1]; 	{ -1 12,13 7,9 ; -1 12,13 11,12 ;}
laptop_quad_test	220.0	consequently , i am no longer covered and my otherwise great chromebook becomes unusable anytime the phantom touches appear .	10,11; -1,-1; 	10,11:[11,12 LAPTOP#GENERAL 2 10,11]; -1,-1:[16,18 KEYBOARD#GENERAL 0 -1,-1]; 	{ -1 -1,-1 11,12 ;}
laptop_quad_test	221.0	i have tried to fix the pixel with online videos and websites with no effect .	-1,-1; 	-1,-1:[6,7 DISPLAY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	222.0	the beautiful screen is said to be identical to the pixelbook in size , aspect ratio , and resolution .	1,2; 	1,2:[2,3 DISPLAY#DESIGN_FEATURES 2 1,2]; 	{ 1 1,2 2,3 ;}
laptop_quad_test	223.0	after using the 3 : 2 aspect ratio , i think i prefer it to normal 16 : 9 , as far as chromebooks go .	-1,-1; 	-1,-1:[-1,-1 DISPLAY#DESIGN_FEATURES 1 -1,-1]; 	{ 1 -1,-1 3,8 ;}
laptop_quad_test	224.0	it was fine for a solid two days , from there on it has been nonstop , reset to factory settings .	2,3; 5,6; -1,-1; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 5,6:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 5,6]; -1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ 1 5,6 -1,-1 ;}
laptop_quad_test	225.0	idk if that ' s how chromeos usually is , or maybe there is something wrong with the hardware but this is very annoying .	23,24; 	23,24:[18,19 HARDWARE#QUALITY 0 23,24]; 	{ -1 23,24 -1,-1 ;}
laptop_quad_test	226.0	i get that this is meant to store everything in the cloud so it should be no big deal , but when your trying to get work done where there is no access to the internet ( since google docs works offline ) it is practically useless when it has to reset itself to factory settings just after turning it on .	-1,-1; 	-1,-1:[-1,-1 OS#DESIGN_FEATURES 0 -1,-1]; 	{ -1 46,47 -1,-1 ;}
laptop_quad_test	227.0	the touch screen works wonderfully .	4,5; 	4,5:[1,3 DISPLAY#OPERATION_PERFORMANCE 2 4,5]; 	{ 1 4,5 1,3 ;}
laptop_quad_test	228.0	as others have noted , the backspace key is small .	9,10; 	9,10:[6,8 KEYBOARD#DESIGN_FEATURES 0 9,10]; 	{ -1 -1,-1 6,8 ;}
laptop_quad_test	229.0	my biggest irk today though is that the screen is not very durable .	10,13; 	10,13:[8,9 DISPLAY#QUALITY 0 10,13]; 	{ -1 -1,-1 8,9 ;}
laptop_quad_test	230.0	hard reboot , reset , refresh + power , esc + refresh + power , charging , letting it drain , nothing brought it back to life .	0,1; 	0,1:[-1,-1 LAPTOP#USABILITY 0 0,1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	231.0	needless to say trip number three to best buy was a pure return , since being 0 / 2 on such an expensive device leaves a bad taste , you know ?	22,23; 	22,23:[23,24 LAPTOP#PRICE 0 22,23]; 	{ 1 11,12 12,13 ;}
laptop_quad_test	232.0	gorgeous screen , small profile , lightweight , built in stylus , i could go on and on about how awesome this thing was .	0,1; 3,4; 6,7; 20,21; 	0,1:[1,2 DISPLAY#DESIGN_FEATURES 2 0,1]; 3,4:[4,5 LAPTOP#DESIGN_FEATURES 2 3,4]; 6,7:[4,5 LAPTOP#DESIGN_FEATURES 2 6,7]; 20,21:[10,11 HARDWARE#DESIGN_FEATURES 2 20,21]; 	{ 1 20,21 -1,-1 ;}
laptop_quad_test	233.0	this review might be dismissed as i am missing the ` ` verified purchase ` ` stamp , which is fair .	-1,-1; 	-1,-1:[12,14 SUPPORT#GENERAL 1 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	234.0	i wouldn ' t recommend this as a starting E4094 for children because they ' d learn incorrect navigation and have to adapt later to standard laptops .	4,5; 	4,5:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 4,5]; 	{ -1 17,18 18,19 ;}
laptop_quad_test	235.0	look , dont buy it .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 0,1 ;}
laptop_quad_test	236.0	the screen does look good .	4,5; 	4,5:[1,2 DISPLAY#GENERAL 2 4,5]; 	{ 1 4,5 1,2 ;}
laptop_quad_test	237.0	terrible quality and not really enjoyable to use apps on the playstore .	0,1; 3,6; 	0,1:[-1,-1 LAPTOP#QUALITY 0 0,1]; 3,6:[8,9 SOFTWARE#GENERAL 0 3,6]; 	{ -1 0,1 -1,-1 ;}
laptop_quad_test	238.0	battery life its ok .	3,4; 	3,4:[0,2 BATTERY#GENERAL 1 3,4]; 	{ 0 -1,-1 -1,-1 ;}
laptop_quad_test	239.0	then i got it home , worked with it for awhile , and realized just how easy it is to misfire unless you land dead nuts center in the middle of the key on your stroke .	-1,-1; 	-1,-1:[-1,-1 KEYBOARD#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	240.0	another star off for android app support , which simply isn ' t ready for prime time .	-1,-1; 	-1,-1:[4,7 SOFTWARE#QUALITY 0 -1,-1]; 	{ -1 -1,-1 4,7 ;}
laptop_quad_test	241.0	i didn ' t find a single android app that was optimized for chrome os ( not that my search was exhaustive , admittedly ) , so was disappointed pretty much every time .	28,29; 	28,29:[7,9 SOFTWARE#DESIGN_FEATURES 0 28,29]; 	{ -1 28,29 -1,-1 ;}
laptop_quad_test	242.0	battery life was mediocre , too , come to think of it .	3,4; 	3,4:[0,2 BATTERY#GENERAL 1 3,4]; 	{ 0 -1,-1 0,2 ;}
laptop_quad_test	243.0	amazon gave me the option of returning for refund or trying to have it repaired .	-1,-1; 	-1,-1:[0,1 SUPPORT#GENERAL 1 -1,-1]; 	{ -1 -1,-1 4,5 ; -1 -1,-1 0,1 ;}
laptop_quad_test	244.0	battery is good , display and keyboard are pretty great .	2,3; 9,10; 	2,3:[0,1 BATTERY#GENERAL 2 2,3]; 9,10:[4,5 DISPLAY#GENERAL 2 9,10, 6,7 KEYBOARD#GENERAL 2 9,10]; 	{ 1 2,3 0,1 ;}
laptop_quad_test	245.0	there ' s nothing ` ` pro ` ` about this tablet .	-1,-1; 	-1,-1:[11,12 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	246.0	unless it ' s a really bad baby and chromeos + samsung = bad baby !	-1,-1; 	-1,-1:[9,10 LAPTOP#GENERAL 0 -1,-1, 11,12 COMPANY#GENERAL 0 -1,-1, 11,12 COMPANY#GENERAL 0 -1,-1]; 	{ -1 13,14 9,12 ; -1 13,14 14,15 ;}
laptop_quad_test	247.0	sounds nice until you realize that your computer just doesn ' t let you do things and then calls it secure .	-1,-1; 	-1,-1:[7,8 LAPTOP#DESIGN_FEATURES 0 -1,-1]; 	{ 1 1,2 -1,-1 ;}
laptop_quad_test	248.0	the keyboard lacks a backlight which is inconvenient in low light situations .	7,8; 	7,8:[1,2 KEYBOARD#USABILITY 0 7,8]; 	{ -1 -1,-1 1,2 ;}
laptop_quad_test	249.0	when you stack up all these strengths and offer them at a price of $ 299 , you ' re getting a fairly impressive value proposition here with this chromebook .	23,24; 	23,24:[29,30 LAPTOP#PRICE 2 23,24]; 	{ 1 23,24 25,26 ;}
laptop_quad_test	250.0	at $ 300 , this is a great purchase .	7,8; 	7,8:[-1,-1 LAPTOP#PRICE 2 7,8]; 	{ 1 7,8 -1,-1 ;}
laptop_quad_test	251.0	which leads me to my next point , the omnipresent comments about ` ` this feels like a $ 1000 computer ! ` `	-1,-1; 	-1,-1:[-1,-1 LAPTOP#PRICE 2 -1,-1]; 	{ -1 -1,-1 10,11 ;}
